"","text","speaker","season","episode","scene","utterance"
"20065","It so does not!!!","Ross Geller",4,1,7,15
"20066","[Scene: Central Perk, Ross is telling Joey and Chandler about the letter.]","Scene Directions",4,1,8,1
"20067","She wants me to take responsibility for everything that went wrong in our relationship. I mean she goes on for five pages about, about how I was unfaithful to her! WE WERE ON A BREAK!!!!!","Ross Geller",4,1,8,2
"20068","Oh my God! If you say that one more time, I'm gonna break up with you!","Chandler Bing",4,1,8,3
"20069","Fine! Fine! But this break-up was not all my fault, and she, she says here, ""If you accept full responsibility..."" Full responsibility! ""...I can begin to trust you again. Does that seem like something you can do. Does it?!!""","Ross Geller",4,1,8,4
"20070","No?","Joey Tribbiani",4,1,8,5
"20071","Look, Ross, you have what you want, you're back with Rachel. If you bring this up now you're gonna wreck the best thing that even happened to you.","Chandler Bing",4,1,8,6
"20072","Yeah, I know. I mean, no, you're right. Yeah I guess I'll let it go. But you-you understand how-how hard it is to forget about this.","Ross Geller",4,1,8,7
"20073","Sure, it's hard to forget! But that doesn't mean you have to talk about it! A lot of things happened on that trip that we should never, ever talk about.","Joey Tribbiani",4,1,8,8
"20074","What the hell happened on that beach?!","Ross Geller",4,1,8,9
"20075","It's between us and the sea, Ross!","Joey Tribbiani",4,1,8,10
"20076","(Ross laughs and has a 'Come on...' look on his face as he looks and Chandler who nods his head in agreement with Joey. Ross is stunned.)","Scene Directions",4,1,8,11
"20077","[Scene: A hallway in an apartment building. Phoebe is knocks on a door and it opens.]","Scene Directions",4,1,9,1
"20078","Hi, Ursula.","Phoebe Buffay",4,1,9,2
"20079","Hey!","Ursula Buffay",4,1,9,3
"20080","Okay, well umm, I know that we haven't talked in a long time, but umm okay, our Mom is not our birth Mom. This-this other lady is our birth Mom.","Phoebe Buffay",4,1,9,4
"20081","Right, okay, the one that lives in Montuak, umm-hmm.","Ursula Buffay",4,1,9,5
"20082","You know her?!","Phoebe Buffay",4,1,9,6
"20083","No, I umm, I read about her in Mom's suicide note.","Ursula Buffay",4,1,9,7
"20084","There-there was a suicide note?! Well, do you still have it?","Phoebe Buffay",4,1,9,8
"20085","Hang on.","Ursula Buffay",4,1,9,9
"20086","I can't believe you didn't tell me there was a suicide note!","Phoebe Buffay",4,1,9,10
"20087","Yeah. So how have you been doing?","Ursula Buffay",4,1,9,11
"20088","I, umm, shut up!","Phoebe Buffay",4,1,9,12
"20089","(Ursula opens the door and hands her the note.)","Scene Directions",4,1,9,13
"20090","""Good-bye Phoebe and Ursula. I'll miss you. P.S. Your Mom lives in Montauk."" You just wrote this!","Phoebe Buffay",4,1,9,14
"20091","Well, it's pretty much the gist. Well, except for the poem. You read the poem, right?","Ursula Buffay",4,1,9,15
"20092","Noooo!!","Phoebe Buffay",4,1,9,16
"20093","All right, hang on!","Ursula Buffay",4,1,9,17
"20094","[Scene: Monica and Rachel's, Chandler, Monica, and Joey are sitting at the table eating dinner and not talking. Ross and Rachel are outside cuddling on the balcony.]","Scene Directions",4,1,10,1
"20095","Pass the cheese, please.","Monica Geller",4,1,10,2
"20096","(Joey hands her the cheese without looking at her.)","Scene Directions",4,1,10,3
"20097","My God, you can't even look at me! Can you?","Monica Geller",4,1,10,4
"20098","Nope.","Joey Tribbiani",4,1,10,5
"20099","(Phoebe enters.)","Scene Directions",4,1,10,6
"20100","Hey! Phoebe! We can talk to Phoebe!!","Chandler Bing",4,1,10,7
"20101","No. I'm-I'm to depressed to talk.","Phoebe Buffay",4,1,10,8
"20102","I'll give you a thousand dollars to talk to us.","Chandler Bing",4,1,10,9
"20103","Hey, you guys! What do you, what do you think about making that beach trip an annual thing?","Ross Geller",4,1,10,10
"20104","NO!!!",NA,4,1,10,11
"20105","All right, that's it, you guys! What happened out there?","Rachel Green",4,1,10,12
"20106","What? We took a walk, nothing happened. I can back with nothing all over me.","Monica Geller",4,1,10,13
"20107","Come on!",NA,4,1,10,14
"20108","What happened? Joey?","Ross Geller",4,1,10,15
"20109","All right.","Joey Tribbiani",4,1,10,16
"20110","No! Joey, we swore we'd never tell!","Monica Geller",4,1,10,17
"20111","They'll never understand!","Chandler Bing",4,1,10,18
"20112","Well, we have to say something! We have to get it out! It's eating me alive!! Monica got stung by a jellyfish.","Joey Tribbiani",4,1,10,19
"20113","All right!! All right. I got stung. Stung bad. I couldn't stand. I-I couldn't walk.","Monica Geller",4,1,10,20
"20114","We were two miles from the house. Scared and alone. We didn't think we could make it.","Chandler Bing",4,1,10,21
"20115","I was in too much pain.","Monica Geller",4,1,10,22
"20116","And I was tired from digging the huge hole!","Joey Tribbiani",4,1,10,23
"20117","And then Joey remembered something.","Chandler Bing",4,1,10,24
"20118","I'd seen this thing on The Discovery Channel...","Joey Tribbiani",4,1,10,25
"20119","Wait a minute! I saw that! On The Discovery Channel, yeah! About jellyfish and how if you... Ewwww!! You peed on yourself?!","Ross Geller",4,1,10,26
"20120","Ewwww!!",NA,4,1,10,27
"20121","You can't say that!! You-you don't know!! I mean I thought I was gonna pass out from the pain! Anyway I-I tried, but I-I couldn't...bend that way. So...","Monica Geller",4,1,10,28
"20122","Ewwww!!",NA,4,1,10,29
"20123","That's right I stepped up! She's my friend and she needed help! And if I had too, I'd pee on anyone of you! Only, uhh, I couldn't. I got the stage fright. I wanted to help, but there was too much pressure. So-so I uh, I turned to Chandler.","Joey Tribbiani",4,1,10,30
"20124","Joey kept screaming at me, ""Do it now! Do it!! Do it! Do it now!!"" Sometimes late at night I can still here the screaming.","Chandler Bing",4,1,10,31
"20125","That's 'cause sometimes I just do it through my wall to freak you out.","Joey Tribbiani",4,1,10,32
"20126","[Scene: Central Perk, Phoebe is finishing up a song.]","Scene Directions",4,1,11,1
"20127","""...fuchsia and mauvvve. Those are the 66 colours of my bedroommmm."" Thank you, thank you. Ohh, and I invite you to count the colours in your bedroom. Except for you. You go away.","Phoebe Buffay",4,1,11,2
"20128","I'll go in a second, I-I just wanted to tell you that there hasn't been a day where I didn't regret giving you up.","Phoebe Abbott",4,1,11,3
"20129","Okay, bye.","Phoebe Buffay",4,1,11,4
"20130","No, I'm not done. I-I-I just want you to know that I, the reason I didn't look you up was, well I was afraid that you'd react, just well like, the way, the way you're reacting right now, and can't we just, y'know, start from here?","Phoebe Abbott",4,1,11,5
"20131","No.","Phoebe Buffay",4,1,11,6
"20132","Sorry. But just one last thing. Y'know you came looking for family. I'm family, I'm it. Now, now I'm done.","Phoebe Abbott",4,1,11,7
"20133","But, it's not like we're losing anything. Y'know?","Phoebe Buffay",4,1,11,8
"20134","Yeah, I guess you're right.","Phoebe Abbott",4,1,11,9
"20135","It's not like we-we know each other or anything. Or that have anything in common.","Phoebe Buffay",4,1,11,10
"20136","Well, I don't know. I mean it's not like we don't have anything in common. I mean I like uh, pizza.","Phoebe Abbott",4,1,11,11
"20137","I-I like pizza!","Phoebe Buffay",4,1,11,12
"20138","You do?! Wait, I like umm, the Beetles.","Phoebe Abbott",4,1,11,13
"20139","Oh my God, so do I!","Phoebe Buffay",4,1,11,14
"20140","I knew it, wow!!","Phoebe Abbott",4,1,11,15
"20141","Wait-wait-wait, wait! Puppies. Cute or ugly?","Phoebe Buffay",4,1,11,16
"20142","Ohh, so cute.","Phoebe Abbott",4,1,11,17
"20143","Uh-huh, well! But umm, still I'm-I'm mad at you.","Phoebe Buffay",4,1,11,18
"20144","I know. I'm mad at me too.","Phoebe Abbott",4,1,11,19
"20145","Well umm, do you wanna get something to eat? I'm kinda hungry.","Phoebe Buffay",4,1,11,20
"20146","Hey! Me too!","Phoebe Abbott",4,1,11,21
"20147","All right, stop it. Now you're just doing it to freak me out.","Phoebe Buffay",4,1,11,22
"20148","[Scene: Rachel's bedroom. Ross and Rachel have just finished consummating the new relationship.]","Scene Directions",4,1,12,1
"20149","Oh-hooo, I missed you.","Rachel Green",4,1,12,2
"20150","I missed you too.","Ross Geller",4,1,12,3
"20151","Ooh, I was soo nervous about that letter. But the way you owned up to everything, it just showed me how much you've grown. Y'know?","Rachel Green",4,1,12,4
"20152","I suppose.","Ross Geller",4,1,12,5
"20153","You have! Ross, you should give yourself credit. I mean my Mom never thought this would work out. It was all, ""Once a cheater, always a cheater.""","Rachel Green",4,1,12,6
"20154","Umm-hmm.","Ross Geller",4,1,12,7
"20155","Ooh, I just wish we hadn't lost those four months, but if time was what you needed just to gain a little perspective...","Rachel Green",4,1,12,8
"20156","[cut to Monica cleaning the floor in the kitchen]","Scene Directions",4,1,12,9
"20157","WE WERE ON A BREAK!!!!!!!","Ross Geller",4,1,12,10
"20158","Coffee house?","Chandler Bing",4,1,12,11
"20159","You bet.","Monica Geller",4,1,12,12
"20160","[cut back to Rachel's bedroom with both of them hurriedly getting dressed]","Scene Directions",4,1,12,13
"20161","And for the record, it took two people to break up this relationship!!","Ross Geller",4,1,12,14
"20162","Yeah! You and that girl from that copy place, which yesterday you took full responsibility for!!","Rachel Green",4,1,12,15
"20163","I didn't know what I was taking full responsibility for! Okay?! I didn't finish the whole letter!","Ross Geller",4,1,12,16
"20164","What?!!","Rachel Green",4,1,12,17
"20165","I fell asleep!","Ross Geller",4,1,12,18
"20166","You fell asleep?!","Rachel Green",4,1,12,19
"20167","It was 5:30 in the morning, and you had rambled on for 18 pages. Front and back!! Oh-oh-oh, and by the way, Y-O-U-apostrophe-R-E means 'you are,' Y-O-U-R means 'your!'","Ross Geller",4,1,12,20
"20168","Y'know I can't believe I even thought about getting back together again! We are so over!!","Rachel Green",4,1,12,21
"20169","FINE BY ME!!","Ross Geller",4,1,12,22
"20170","Oh, oh, and hey-hey-hey, those little spelling tips will come in handy when you're at home on Saturday nights playing Scrabble with Monica!!","Rachel Green",4,1,12,23
"20171","Hey!!","Monica Geller",4,1,12,24
"20172","Sorry!! I just feel bad about all that sleep you're gonna miss wishing you were with me!","Rachel Green",4,1,12,25
"20173","Oh, no-no-no don't you worry about me falling asleep. I still have your letter!!!","Ross Geller",4,1,12,26
"20174","And hey! Just so you know, it's not that common! It doesn't happen to every guy! And it is a big deal!!","Rachel Green",4,1,12,27
"20175","I KNEW IT!!!!","Chandler Bing",4,1,12,28
"20176","[Scene: Monica and Rachel's, Chandler and Monica are playing cards at the dinner table.]","Scene Directions",4,1,13,1
"20177","Gin.","Monica Geller",4,1,13,2
"20178","We were playing Gin? Y'know if we were a couple, we could play this game naked.","Chandler Bing",4,1,13,3
"20179","Will you stop!","Monica Geller",4,1,13,4
"20180","Okay. All right.","Chandler Bing",4,1,13,5
"20181","Okay, all right, I think you're great, I think you're sweet, and you're smart, and I love you. But you will always be the guy who peed on me.","Monica Geller",4,1,13,6
"20182","Gin.","Monica Geller",4,1,14,1
"20183","We were playing Gin? Y'know if we were a couple, we could play this game naked.","Chandler Bing",4,1,14,2
"20184","Will you stop!","Monica Geller",4,1,14,3
"20185","Okay. All right.","Chandler Bing",4,1,14,4
"20186","Okay, all right, I think you're great, I think you're sweet, and you're smart, and I love you. But you will always be the guy who peed on me.","Monica Geller",4,1,14,5
"20187","[Scene: Chandler and Joey's, Joey is eating breakfast as Chandler comes out of his bedroom, ripping his coat in the process.]","Scene Directions",4,2,1,1
"20188","Wow! That ripped! That ripped real nice!","Chandler Bing",4,2,1,2
"20189","How many times do I have to tell you! Ya, turn and sliiiide! Y'know, turn and slide.","Joey Tribbiani",4,2,1,3
"20190","You don't turn and slide, you throw it out! I'm tired of having to get a tetanus shot every time I get dressed!","Chandler Bing",4,2,1,4
"20191","Look, we're not throwing it out! I built this thing with my own hands!","Joey Tribbiani",4,2,1,5
"20192","All right, how about we, how 'bout we sell it.","Chandler Bing",4,2,1,6
"20193","All right. But, you're gonna have to tell them.","Joey Tribbiani",4,2,1,7
"20194","Do you mind if we stick you in another cabinet? They seem all right with it!","Chandler Bing",4,2,1,8
"20195","[Scene: Monica and Rachel's, Monica and Ross are there. Monica is checking the messages.]","Scene Directions",4,2,2,1
"20196","Hey Monica, it's Chip.","Chip Matthews",4,2,2,2
"20197","Yesss!!","Monica Geller",4,2,2,3
"20198","Who's Chip?","Ross Geller",4,2,2,4
"20199","Shhh!","Monica Geller",4,2,2,5
"20200","Good runnin' into you at the bank today, so ah, here's my number, 555-9323. Give me a call. Later.","Chip Matthews",4,2,2,6
"20201","Chip, is Chip Matthews.","Monica Geller",4,2,2,7
"20202","The guy who took Rachel to the prom? Why is he calling you?","Ross Geller",4,2,2,8
"20203","'Cause I ran into him at the bank, he is still soo cute.","Monica Geller",4,2,2,9
"20204","Monica, you're so lucky! He's like the most popular guy in school!!","Ross Geller",4,2,2,10
"20205","I know!! Chip? Hi! It's Monica. 'Kay. 'Kay. Okay. Okay, good-bye. Oh my God, we just had the best conversation!!","Monica Geller",4,2,2,11
"20206","I was just leaving.","Ross Geller",4,2,2,12
"20207","Good! 'Cause I've got a product report to read, it's like eight pages, I hope I don't fall asleep.","Rachel Green",4,2,2,13
"20208","Why? Did you write it?","Ross Geller",4,2,2,14
"20209","Wow! Look at that, Chip Matthews called. I wonder what he wants?","Rachel Green",4,2,2,15
"20210","Well ah, actually...","Ross Geller",4,2,2,16
"20211","I bet he sensed that I was ready to have sex with another guy.","Rachel Green",4,2,2,17
"20212","Well, umm, why don't you give him a call?","Ross Geller",4,2,2,18
"20213","Okay. Are you sure you wanna hear this?","Rachel Green",4,2,2,19
"20214","Oh, I'm sure.","Ross Geller",4,2,2,20
"20215","Chip! Hi, it's Rachel. Rachel Green. Yeah, umm, you left me a message. Yes you did, my roommate wrote it down. Monica Geller. Ohh.","Rachel Green",4,2,2,21
"20216","Oh, that's right! He called to ask out Monica! That-that's gotta be embarrassing!","Ross Geller",4,2,2,22
"20217","[Scene: Central Perk, Phoebe is finishing up a song.]","Scene Directions",4,2,3,1
"20218","...DUMB, DRUNKEN, BITCH!!! Thank you, thanks.","Phoebe Buffay",4,2,3,2
"20219","Hey, here's a question; where did you guys get the finest oak East of the Mississippi?","Ross Geller",4,2,3,3
